about : 161次
15、【答案】 : 1次
__15__ : 1次
disapproval。离婚的人…一些不赞同。在段首，已经注明离婚是合法的且相对容易得到批准，但是不常见。这说明离婚在现实中肯定是不太受到人们的欢迎的。而接下来这句就说离婚的人…一些不赞同。再看选项：a.isolated孤立 : 1次
b.persuaded劝说c.viewed看做 : 1次
d.exposed接触，受到…的影响c选项固定搭配被认为，放进。 : 1次
16、【答案】[b]whatever : 1次
语法 : 1次
【解析】each : 1次
__16__ : 1次
marriage，17个空对应的都是动词，所以该句意思为：夫妇双方保有…财产，这个财产是他或她…（动词）进婚姻的。 : 1次
结合选项a.whenever“无论何地；任何（地方）=any : 1次
where（定从）”。b.whatever“无论什么；任何（东西）=anything : 1次
that/any+n : 1次
that”。c.whenever无论何时；任何（时间=any : 1次
when）d.however : 1次
无论如何；无论多么 : 1次
。根据语义，这里应该不是让步的关系，而且填的这个词还要能修饰property。因此，选择b : 1次
=retains : 1次
17、【答案】 : 1次
__16__property : 1次
marriage，结合选项a : 1次
changed“改变”。b.brought : 1次
“带来”。c.shaped“形成” : 1次
d.pushed“推，逼迫”。结合语境只有b符合，把财产带入婚姻。 : 1次
18、【答案】 : 1次
[b]divided : 1次
【解析】…and : 1次
_18_equally。结合选项a.invested投资。b.divided平分c.donated : 1次
捐赠d.withdrawn撤出，提取。根据语义应该是共同财产被（夫妻双方）平分。 : 1次
19、【答案】 : 1次
动词固定搭配 : 1次
remarry， : 1次
_19_up。该句语义为离过婚的人或许会再婚，但是性别偏见…。结合选项a.warm（up）加热 : 1次
b.clear（up） : 1次
变晴c.show : 1次
（up）显现d.break（up）分裂，分开；显然c是正确选项。 : 1次
20、【答案】 : 1次
[a]while : 1次
【选项分析】 : 1次
很明显的两类人的对比比较关系。只能选择while。 : 1次
【真题翻译】在柬埔寨，伴侣的选择对于年轻男性来说是一个复杂的问题。这不仅与他本人以及未来伴侣的父母朋友相关，而且与媒婆也有着千丝万缕的关系。他可以自己选择自己中意的伴侣并让父母安排相关事务，或者几乎不参与，完全让父母选择自己的对象。理论上来说，女方可以拒绝她父母所选择的对象。在选好自己的对象后，每个家庭都能会去调查对方家庭来确保他们的孩子嫁到好人家。 : 1次
传统的婚礼是一段漫长，多姿多彩的过程。从前会持续三天，但是到了20世纪80年代，一般会持续一天半。佛教徒通常会做简短诵经，并为新人祈福。仪式通常包括剪发，在新郎新娘的胳膊上系上浸满圣水的棉绳，在幸福的、受人尊敬的夫妇中传递蜡烛来祈祷新人的结合。通常情况下，新婚夫妇会到妻子父母家里住一年，直到他们在附近建一栋新房子为止。 : 1次
离婚是合法的，而且很容易获得批准，但是在实际中这种情况并不常见。离过婚的男女会受到一些人的诟病。夫妇双方在离婚后可保有他或她婚前带来的财产，而且可平分婚后共同取得的财产。离过婚的人或许会再婚，但是性别偏见还是很明显。比如，离过婚的男性再婚前不需要一段等待期而女性则需要等待十个月。 : 1次
21、【答案】a : 1次
redefined : 1次
【解析】这是一道细节题，根据france定位到第一段第一句，主干成分为france : 1次
beauty。此外第二段第二句they : 1次
looks…故而a : 1次
redefined为同义替换，即为正确答案。 : 1次
22、【答案】 : 1次
【解析】此题为词义题。定位到第二段第二句they : 1次
health。根据end : 1次
up可以看出beauty : 1次
和that : 1次
health为顺承关系，所以“改变人们对美不仅仅是外表的定义”可以结束对健康的危害。故而可以推知doing : 1次
to是正确答案。 : 1次
23、【答案】b. : 1次
denmark : 1次
【解析】此题是正误判断题。根据第五段第二句话 : 1次
denmark，…it : 1次
fashion…可知b选项 : 1次
denmark是其同义替换。 : 1次
24、【答案】c : 1次
【解析】细节题。一个设计师很可能因为什么原因被cfw拒绝，根据关键词可回到文中定位至倒数第二段，首句说丹麦的时尚界就有关模特的年龄，健康及其他特性的内容达成一致意见，切一项新法案也明确规定，他们已经意识到时尚界对于人们尤其是年轻人的身体健康所带来的影响，并且该对此负责，接着下一句就说，这一法规的执行方式就是拒绝一些设计师，因为可以推断设计师很可能因为不考虑身体健康因素而被cfw拒绝。 : 1次
25、【答案】d. : 1次
【解析】主旨题。本文从首段就开始阐述法国的观点，即时尚界已经失去了定义女性身体之美的权利，且议会也禁止网站通过宣传过度节食来强调过度消瘦。二段继续说明美丽不能只看外表更不能以牺牲健康为代价。三段说女性不该让他人来评判自己的美丽。以及后面的段落中也一直在不断说明一点，即健康很重要，不能只看外表。所以文章最佳标题应该是d，对时尚界完美身材的质疑。 : 1次
26、【答案】d. : 1次
【解析】细节题。精读题干，划出关键词。根据题干回到原文精确定位到首段最后一句，该句中的polls民意调查对应题干中的public : 1次
sentiment，定位答案处为“this : 1次
support”，意思为这在政治支持方面是有限的。与d选项“在政治上没有得到很好的反响”为同义替换。 : 1次
27、【答案】d. : 1次
【解析】细节题。根据题干，题干中出现大写the : 1次
trust，定位到第二段首句the : 1次
trust该句。二段首句只是对hill的该项目做介绍，需向后看影响。往下可以读到hill’s : 1次
pressure这句，写到“hill的项目创造出国家公园和绿地。他们不再制造乡村了，而且每年钢筋混凝土消耗的乡村越来越多。乡村需要持久的保护”。对应选项，该项目的成就很大程度上被夺取了光辉。 : 1次
28、【答案】a. : 1次
ukip : 1次
【解析】推断题。题干问的是从第三段能推出什么，考察的是相应段落的段落中心。观察选项不难发现，选项中都是大写的ukip，the : 1次
conservatives，the : 1次
democrats，labour。可根据选项中的大写回段落中寻找，发现ukip所在的定位句为only的倒装强调句（倒装强调句往往为答案所在处）。该句子意思是：只有ukip意识到其机会，并支持这些人。和选项a对应一下，ukip可能能从其对农村保护的支持中获得好处，是同义替换。 : 1次
29、【答案】b. : 1次
问的是作者对于奥斯本的偏好（观点）的具体看法。根据关键词奥斯本定位至第五段，因为问的是作者对于奥斯本观点的看法，所以只需要看在奥斯本的观点之后作者的表达内容，第五段倒数两句话就是作者表达自己观点的地方，即“我们没有破坏城市中受到保护的地方”，“你们为什么要破坏乡村的呢？”这就说明奥斯本一方的观点是要破坏乡村环境。所以可得出答案是奥斯本想法表明了他对于乡村人们的忽视。 : 1次
30、【答案】c. : 1次
the-town-and-country : 1次
【解析】根据题干定位到最后一段，问的是作者欣赏赞同什么，作者的观点即是文章末段的段落中心，可定位到末段末句。末句指出，避免this会将左右党派联系起来，this代词指代指代上句中所提到的内容。should即作者赞同的地方，也就是作者赞同的是城乡结合。 : 1次
31、【答案】b. : 1次
【解析】作者观点态度题。题干问的是作者对有关csr方面milton : 1次
friedman的说法是什么态度。根据大写milton : 1次
friedman这个人定位到定位到首段首句。注意题干问的是作者的看法，因此定位到后一句but转折处。转折处的主题句式“things : 1次
clear-cut”，作者持的是否定态度，选择答案b。c选项是作者态度不明确，不能选择。 : 1次
32、【答案】 : 1次
【解析】根据题干找到第二段。根据第二段内容，csr : 1次
ways。 : 1次
从而定位下面三点。first后面出现了high : 1次
quality，但是它是在从句中，从句修饰“signal”，而本句谓语动词是take，与d中 : 1次
并不是同义词，故排除。second，和third : 1次
都与消费者购买心态有关，和a选项 : 1次
相对应。而b，c选项的malpractices和defamed在原文中并未出现，且没有同义词，故排除。 : 1次
33、【答案】 : 1次
【解析】根据题干找到第四段对应处。可见题干的 : 1次
是作为修饰 : 1次
penalties（惩罚） : 1次
的，故推测本句在讨论 : 1次
penalties : 1次
有什么联系。而本段与惩罚相关的词只有最后一个词 : 1次
fines（罚金），修饰它的形容词是lower， : 1次
故可推测 : 1次
与降低惩罚有关，只有c选项满足。 : 1次
34、【答案】a. : 1次
【解析】题干中问的是 : 1次
的关系，根据题干内容到对应点：第五段第一句。本句说，。。。they : 1次
company‘s : 1次
recore : 1次
csr。这里的 : 1次
与a选项 : 1次
对应，故选a。 : 1次
而b选项中的 : 1次
evidence， : 1次
选项中的 : 1次
penalized : 1次
在原文中没有体现。d选项中的 : 1次
与题干中的 : 1次
明显对应不上，故不予考虑。 : 1次
35、【答案】b. : 1次
【解析】该题是一道判断题，题干问的是有关csr哪个是对的。先根据csr回到最后一段，定位到末段首句。首句提到“研究人员承认到其研究没有回答如下问题：公司应该在csr方面花费多少钱”。选项b的意思是公司在其方面的花费是未知的，属于原文的同义替换。 : 1次
36、【答案】c. : 1次
operation : 1次
【解析】因果细节题，问的是纽约时报考虑停止纸质版新闻印刷出版的原因是什么。文章首段首句即是此内容的同义表达，二段解释具体原因，二段二句内容 : 1次
isn‘t : 1次
expensive； : 1次
competitors : 1次
don‘t : 1次
constraints。意思是维持纸质印刷的基础设施建设不仅仅是贵，是相当贵， : 1次
而他们的竞争对手却没有这样的经济上的限制。 : 1次
37、【答案】a : 1次
adjustments : 1次
【解析】细节题，问的是面对目前的形势，peretti建议时代杂志怎么做，根据关键词peretti回文定位至第四段，首句内容是peretti说时代杂志不该浪费时间去想着如何停止纸质印刷，而应该找到一种正确的方法去解决这件事。接着二句往后在具体说明该如何正确解决目前的问题。由此推出答案是a : 1次
做出策略上的调整。 : 1次
38、【答案】 : 1次
【解析】推断题与词汇题的结合，要根据上下文来做出选择。首先定位在第五段最后一句：i : 1次
product。 : 1次
不仅要提高价格还要将它变为一种可以传承的产物。单单这一句不足以做出选择。需要继续往下看在第六段中有没有对于这个词的解释之类的。第六段开头提到了他认为most : 1次
依旧坚持去相信他们认为好的东西，喜欢的，相信的东西。如果可以每年增加一些比例，那么依旧是可以创收的。长篇大段的叙述可以让大家明白这个词一定跟consumer有关。最为关键的是：紧接着出现了 : 1次
world， : 1次
重述上文，不过却简洁的总结了前文。如果我们要做这些print : 1次
product， : 1次
那就选择那些已经痴迷于他们的人吧。（那么对于他们来讲就是一件可以传承的东西了，以前喜欢，会依旧喜欢下去）。所以这句为做题的关键，对应同义替换，选择b。a选项中的降低成本没有在文中相应位置涉及到。 : 1次
c重建以往的关荣，与消费者关系不大 : 1次
d扩大受欢迎程度，范围过大。 : 1次
39、【答案】b : 1次
aggressiveness : 1次
【解析】观点态度题。偏细节题。定位peretti在文中的观点，首次出现在第三段 : 1次
overhead…but : 1次
mistake。并且一直贯穿于下文。我们首先从选项来看。a : 1次
中…can : 1次
unaffected : 1次
过于绝对，不选。d : 1次
选项中legacy : 1次
不是文中的讨论话题，所以可以直接排除。而c选项中谨慎可以促进问题的解决，在perreti的观点中根本没有体现，相反他建议要有所改变，并且要找对方式，言下之意就是大胆去面对挑战。所以最终确定是b。 : 1次
40、【答案】a : 1次
【解析】主旨题。出现在最后一道题目中，全文共有7段，根据上面的细节题目，大致可以确定本文的中心词为“print : 1次
newspaper”b，c : 1次
两个选项中的newspaper : 1次
都属于范围过大，是主旨题的典型错误选项，而d选项中出现的online : 1次
只是文中print : 1次
newspaper时提到的一个面临的 : 1次
一个挑战，不足以引领全文，并且all : 1次
once， : 1次
是“立刻，马上”之意，与原文的观点也有出入，最终确定选a。 : 1次
41、【答案】 : 1次
【解析】此段第一句话主句里面说“在过渡的阶段提升自我形象尤其有用”。第二句和第三、四句分别展开说明，第二句表明：如果你处在变动的时期或者感觉需要变动，那么可能这可能是一个好的时机。 : 1次
相反，第三、四句话表示：如果不确定的话，就需要得到别人的反馈了。也许无需提升。故整段的意思是说要先确定是否现在是提升自我形象的正确时机。故答案为c选项。 : 1次
42、【答案】f : 1次
【解析】此段中心句即第一句话，标明“要清楚你想要的结果或影响”。其实就是你想要的目标。紧接着开始解释，提到比如，你是否想要更新你的形象？那么，对于一个人来讲，这个目标可能是要被认真对待或者要加强专业的形象。对于其他人，这个目标可能是要被看作可以触摸到的，或者是现代的，或者是时尚的。对于那些要从金融转到广告的，他们可能得看起来更“soho”。所以，整段都在讲目标。而选项f中的”goal”形成复现。故为答案。 : 1次
43、【答案】d : 1次
【解析】复现原则，文章多次重复environment， : 1次
就是要理解你的工作处境。 : 1次
44、【答案】e : 1次
【解析】复现原则，文章多次重复professional， : 1次
with，就是要与专业人士一起工作。 : 1次
45、【答案】g : 1次
【解析】此段第二句句首出现instead， : 1次
故为转折句。所以从此句获得中心内容。该句讲的是“最好是将形象升级用做减少做决定的机会。”紧接着提到“选取一套标准的工作服或几个其他的选择。把衣服一下子都买了，而不是一个人购买，或者一次只买一件”。这些提到的都是要有效率。故选g。 : 1次
文章来源于an : 1次
history，《美国历史纲要》，是一本历史学方面的专著。 : 1次
46、we : 1次
healthy； : 1次
bone。 : 1次
【句子结构】分号连接的两个并列句，第一个并列句主干是 : 1次
，how引导宾语从句做learn的宾语，第二个并列句主干是it : 1次
way，that引导定语从句修饰先行词way，that定语从句中主干是our : 1次
know，how引导宾语从句做know的宾语。 : 1次
【参考译文】我们无需刻意去了解学习才能让心理更健康，它正如我们的身体知道怎样让伤口愈合和修复骨折一样，是根植于我们体内的/是我们与生俱来的能力。 : 1次
47 : 1次
、our : 1次
anywhere； : 1次
cloud， : 1次
view， : 1次
instant。 : 1次
【句子结构】分号连接的两个并列句， : 1次
第一个并列句主谓结构，很简单，第二个并列句中，like : 1次
cloud是状语，but : 1次
连接两个并列分句，包括短语be : 1次
和be : 1次
of。 : 1次
涉及被动语态的翻译方法。 : 1次
【参考译文】我们的心理健康并不是真的消失不见，就像云朵背后的太阳，它也许暂时被遮挡，但是它也可以在瞬间重焕光芒。 : 1次
48、mental : 1次
troubles， : 1次
pain， : 1次
are。 : 1次
【句子结构】句子主干是 : 1次
others， : 1次
三个并列with : 1次
引导的介词短语做状语，前两个with引导的状语中各包含一个if引导的条件状从，最后一个with状语中包含一个no : 1次
引导的让步状语。 : 1次
【参考译文】 : 1次
心理健康使我们在他人遇到麻烦时给予同情，在他人痛苦时心存善意，而且无论对方是谁都会给予无条件的关爱。 : 1次
49、【参考译文】尽管拥有健康的心智是我们生活中的万能药，但它并不稀奇，你会发现在你难以做决定时，它一直在指引着你。 : 1次
【句子结构】本题有一个由although引导的让步状语从句，as引导的时间状语从句，以及that引导的宾语从句构成。此处“mental : 1次
health”若是翻译成心理健康与下文连接，则不符合中文表达习惯，又因mental本身与智力相关，所以将其翻译成“健康的心智”；此外“perfectly : 1次
ordinary”可以正译，译为“非常普遍”，本译文采取正话反说的方式，译为“并不稀奇”。再次，“difficult : 1次
decisions”若翻译为困难的决定，不符合中文的表达方式，所以将decision，名词译为动词“做决定”。 : 1次
50、as : 1次
see， : 1次
happily。 : 1次
【参考译文】你会慢慢理解到，健康的心智会一直存在，坚信这一点，此刻我们就可以放慢生活节奏，快乐的生活。 : 1次
【句子结构】本题由as : 1次
引导的时间状语从句，that引导的宾语从句组成，并且考察代词“it”。“see”在此时了解而不是看到的意思，意思和knowing一致，随意合并翻译；“available”本意“可得到的”，句中意译为“一直存在”。 : 1次
20， : 1次
2015 : 1次
oversea : 1次
acquainted : 1次
university， : 1次
with， : 1次
covering : 1次
majors : 1次
subjects， : 1次
materials， : 1次
requirements。 : 1次
furthermore， : 1次
time， : 1次
9：00 : 1次
to10：00pm.last : 1次
least， : 1次
enrolled : 1次
enter : 1次
monitor : 1次
31， : 1次
week。 : 1次
解析：今年英语一的小作文与我们预测的完全一致，再一次考查到了通知。在英语一的考试当中，通知已经考查过1年。例如我们英语一在2010年就考查过代表研究生会写一篇招募国际会议的通知。同时英语二在2015年考的也是招募志愿者的通知。我们在课堂上也反复强调过通知的格式，所以同学们对此应该毫无压力。 : 1次
同时以图书馆为写作背景，在2007年的建议信中也已经考察过，所以相关表达在课堂上都已经涉及过。因此，只要把2010年通知的格式，结合2007年建议信的相关内容，就可以很轻松的写出2016年的小作文。这就启发我们2017届的同学们要高度重视历年真题，因为考过的话题或是书信类型会反复考查。 : 1次
下面我们来详细解读下今年的小作文，首先看一下题目要求： : 1次
university。 : 1次
words， : 1次
小作文即a : 1次
节作文的评分侧重点在于1。 : 1次
格式和语域的恰当；2。 : 1次
信息点的覆盖、3。 : 1次
内容的组织、4。 : 1次
语言的准确性。那么我们主要从格式和内容两方面来解析此文。 : 1次
首先，从格式上来说，通知的格式包括四大部分： : 1次
1。标题， : 1次
通知要求必须有标题，可以直接用notice : 1次
做标题就可以，注意首字母大写，居中 : 1次
2。时间， : 1次
通知的时间要求在标题下方第二行，按照日月年的顺序来写，注意月与年之间要有逗号，且时间在靠右对齐 : 1次
3。正文， : 1次
通知正文要求首段缩进四个字符，不要求一定分段，为了内容层次清晰，建议分三段为好。 : 1次
4。落款，落款即发通知的单位，此处需要特别注意，根据题目的要求，你是代表图书馆写的通知，所以落款应该是某某图书馆，而非li : 1次
本人。 : 1次
另外，从内容上来看，作文一个图书管理员，要向学生介绍学校的图书馆，其实可以介绍的内容还是很多的，比如图书馆的藏书，图书馆的开放时间，入馆要求等等。所以内容部分对于大家来书应该也不是难事，具体内容可以参考如上范文。 : 1次
symbolically : 1次
caricatures， : 1次
emerge : 1次
circumstances， : 1次
carrying : 1次
implications。 : 1次
drawing， : 1次
match : 1次
sofa : 1次
homework。 : 1次
frowned : 1次
face。 : 1次
contrary， : 1次
portrayal : 1次
son， : 1次
assignment。 : 1次
exerted : 1次
present。 : 1次
previously， : 1次
compelling : 1次
life， : 1次
connotation : 1次
generation。 : 1次
simultaneously， : 1次
requirements， : 1次
persuasive : 1次
accordingly， : 1次
derive : 1次
drawings。 : 1次
enlighten : 1次
children。 : 1次
juveniles。 : 1次
so， : 1次
adolescents。 : 1次
解析： : 1次
2015年的大作文从总体上来看不难，因为它考查到了现在的一个社会热点。这个热点甚至比2014年当时的热点还要热！就内容和话题而言，在我们的预料之中，属于综合性话题，既考察了当今信息社会发展过程中网络对我们生活的影响，正如任何事物有两个方面一样，积极方面和消极方面，必须做到两者的统一，对于手机的影响这个话题大家应该是有话可说的。同时，本题也考查了人际关系方面的内容，同样是两方面内容所引申出来的，这是借用人际关系这个事件来说明和阐述手机的两方面的影响和作用，也就是手机的出现和发展给我们之间的联系提供了方便，使我们的世界变成了地球村，另外比如信息共享，成果共享等都非常方便；除此之外，也有消极的一方面，也就是手机的出现同时淡漠了人际关系，忽视了人与人之间的面对面的交往和联系，同时人们之间面对面说话的交流机会少了，话题也少了。最后说出你的对策。 : 1次
更重要的是：从十年的考研真题来讲，2009年的大作文考查到了网络的问题，当年的图画是很多人在一个类似大的蜘蛛网的区域里上网，图片下面有一行字：网络的“近”与“远”！当年的描述图画部分比较难表达，而今年图画描述部分相比起来就容易得多。下面我们就从写作的标准三段式来讲讲这三段我们应该怎么写。 : 1次
第一段图画描述段的写作内容主要是表述图画，四个人都在盯着手机，桌子上的饭菜没动，还可以更加注意写细节，比如他们认真的神情和桌子上的饭菜未动之类！第二段是图画涵义阐释段。本段可分两个方面来具体写。一方面具体写明手机给我们带来的好处；另一方面，我们要指出手机的弊端，给我们生活带来了很多负面影响。第三段评论段的写作内容为给出自己的评论和建议。可以指出年轻人应该重视面对面的交流！最后一句可以展望一下未来，说如果我们放下手机拿起筷子享受美食，和谐的关系就会出现了！ : 1次
如果同学们指出这个是一个社会问题，我们要加以改正，个人认为这也是可以接受的！ : 1次
2015年全国硕士研究生考试英语试题 : 1次
related, : 1次
“related” : 1次
cousins, : 1次
sharing : 1次
genes. : 1次
_(1)_a : 1次
yale : 1次
proceedings : 1次
has__(2)_. : 1次
genome-wide : 1次
_(3)__1,932 : 1次
__(4)__pairs : 1次
both_(5)_. : 1次
seem_(6)_,it : 1次
geneticist. : 1次
fowler, : 1次
genetics : 1次
uc : 1次
san : 1次
diego, : 1次
says, : 1次
_(7)_their : 1次
cousins : 1次
who_(8)_our : 1次
kin.” : 1次
study_(9)_found : 1次
immunity : 1次
.why : 1次
explain, : 1次
now,_(10)_,as : 1次
suggests, : 1次
draws : 1次
more_(11)_it. : 1次
mechanisms : 1次
_(12)_us : 1次
friends_(13)_”functional : 1次
kinship” : 1次
with_(14)_! : 1次
evolution_(15)_than : 1次
help_(16)_why : 1次
major_(17)_factor. : 1次
people’s_(18)_to : 1次
befriend : 1次
similar_(19)_backgrounds, : 1次
extraction, : 1次
to_(20)_that : 1次
subjects, : 1次
strangers, : 1次
defended : 1次
withdrawn : 1次
connected : 1次
[c]samples : 1次
[c]unbelievable : 1次
surpass : 1次
confuse : 1次
[d]limit : 1次
[c]missions : 1次
[d]benefits : 1次
[b]slower : 1次
[a]forecast : 1次
[b]remember : 1次
[c]understand : 1次
[d]express : 1次
unpredictable : 1次
[b]contributory : 1次
controllable : 1次
endeavor : 1次
[b]decision : 1次
[c]arrangement : 1次
“kings : 1次
abdicate, : 1次
sleep.” : 1次
monarchy : 1次
days? : 1次
royals, : 1次
magnificent : 1次
majestic : 1次
lifestyle? : 1次
arguments : 1次
monarchy. : 1次
polarised, : 1次
franco : 1次
regime, : 1次
“mere” : 1次
“embody” : 1次
unity. : 1次
transcendence : 1次
monarchs’ : 1次
polarized. : 1次
east : 1次
excepted, : 1次
monarch-infested : 1次
region : 1次
kingdoms : 1次
(not : 1次
counting : 1次
vatican : 1次
andorra). : 1次
absolutist : 1次
gulf : 1次
asia, : 1次
queens : 1次
downside. : 1次
history—and : 1次
embodies : 1次
indefensible : 1次
inequalities. : 1次
piketty : 1次
warning : 1次
inequality : 1次
wealth, : 1次
strive : 1次
hide : 1次
princes : 1次
princesses : 1次
day-jobs : 1次
ride : 1次
bicycles, : 1次
horses : 1次
helicopters). : 1次
1%, : 1次
intrusiveness : 1次
(if : 1次
well-heeled) : 1次
granny : 1次
hierarchical : 1次
non-political : 1次
shows, : 1次
kings, : 1次
republicans, : 1次
enemies. : 1次
unpopular : 1次
cased : 1次
[d]ended : 1次
voter : 1次
[d]due : 1次
everlasting : 1次
embodiment : 1次
4? : 1次
aristocrats’ : 1次
nobility’s : 1次
adherence : 1次
fear” : 1次
allies : 1次
throne : 1次
[d]charles, : 1次
data? : 1次
refrain : 1次
sweeping : 1次
possessions : 1次
recklessly : 1次
advice. : 1次
discernable, : 1次
obvious, : 1次
updated : 1次
guidelines : 1次
police, : 1次
defendants. : 1次
storehouse : 1次
rifling : 1次
suspect’s : 1次
purse. : 1次
violate : 1次
sift : 1次
wallet : 1次
pocketbook : 1次
arrestee : 1次
arrestee’s : 1次
correspondence. : 1次
“cloud : 1次
computing,” : 1次
privacy. : 1次
devices : 1次
prohibition : 1次
searches. : 1次
line-drawing. : 1次
overly : 1次
onerous : 1次
severe, : 1次
erased : 1次
pending. : 1次
cite : 1次
swallow : 1次
protections. : 1次
kerr, : 1次
professor, : 1次
compares : 1次
accessibility : 1次
20th: : 1次
domain : 1次
passenger : 1次
then; : 1次
applies : 1次
whether, : 1次
arrest, : 1次
deleting : 1次
authorized. : 1次
[d]prohibit : 1次
[d]cautiousness. : 1次
residence. : 1次
handling : 1次
records. : 1次
scanning : 1次
correspondences. : 1次
wallet. : 1次
expressed. : 1次
kerr’s : 1次
flexibly. : 1次
reinterpretation : 1次
[c]california’s : 1次
violates : 1次
[d]principles : 1次
editor-in-chief : 1次
marcia : 1次
journals, : 1次
irreproducibility : 1次
“readers : 1次
conclusions : 1次
journal,” : 1次
editorial. : 1次
association, : 1次
appointed : 1次
editors(sbore). : 1次
manuscript : 1次
manuscripts. : 1次
impelled : 1次
‘statistics : 1次
board’ : 1次
of?science’s : 1次
reproducibility : 1次
publish.” : 1次
parmigiani, : 1次
biostatistician : 1次
expects : 1次
“play : 1次
advisory : 1次
role.” : 1次
“found : 1次
foresight : 1次
itself, : 1次
science.” : 1次
physician : 1次
methodology, : 1次
forward” : 1次
“long : 1次
overdue.” : 1次
review, : 1次
damages : 1次
publish. : 1次
review,” : 1次
biomedical : 1次
annals : 1次
medicine, : 1次
lancet : 1次
data, : 1次
alarmingly : 1次
vaux, : 1次
biologist. : 1次
2012, : 1次
“engaging : 1次
statistically : 1次
literate : 1次
process”. : 1次
simplify : 1次
blamed : 1次
“flagged : 1次
up” : 1次
(para. : 1次
marked. : 1次
revised. : 1次
stored. : 1次
parmigiani : 1次
opposition. : 1次
[d]set : 1次
workload. : 1次
diminishes : 1次
editors’ : 1次
desks : 1次
rupert : 1次
murdoch’s : 1次
,elisabeth : 1次
,spoke : 1次
“unsettling : 1次
institutions” : 1次
collapsed, : 1次
argued, : 1次
“sorting : 1次
”in : 1次
.but : 1次
,human : 1次
,not : 1次
driving : 1次
home, : 1次
continued: : 1次
purpose, : 1次
foals : 1次
capitalism : 1次
freedom.” : 1次
wounding : 1次
,shield : 1次
,making : 1次
illegal : 1次
telephone : 1次
ones-editor : 1次
coulson, : 1次
conspiring : 1次
hack : 1次
predecessor, : 1次
–the : 1次
winder : 1次
hacked : 1次
5,500 : 1次
.this : 1次
,as : 1次
glenn : 1次
mulcaire, : 1次
2001 : 1次
trial. : 1次
unfolds. : 1次
respects, : 1次
frames : 1次
.one : 1次
astonishing : 1次
revelations : 1次
newsroom, : 1次
inquired : 1次
arrived. : 1次
defence : 1次
nothing. : 1次
well—paid : 1次
surprised. : 1次
mattered : 1次
efficiency, : 1次
flexibility, : 1次
business–friendly, : 1次
sales, : 1次
degraded : 1次
margin : 1次
fairness, : 1次
tolerance, : 1次
proportionality : 1次
accountability. : 1次
betray : 1次
ms : 1次
suspicions : 1次
instructions—nor : 1次
traceable, : 1次
elisabeth : 1次
immoral : 1次
ineffectiveness : 1次
institutions. : 1次
glem : 1次
mulcaire : 1次
coulson : 1次
charge. : 1次
occasions. : 1次
books’s : 1次
deference : 1次
cunning : 1次
centered : 1次
conspiracy : 1次
unfair : 1次
marginalized : 1次
cote : 1次
reporting. : 1次
newspaper. : 1次
stricter : 1次
proceed? : 1次
comprehend, : 1次
______you : 1次
involved: : 1次
utterance, : 1次
whom, : 1次
where. : 1次
comprehension. : 1次
consist : 1次
inference : 1次
reader. : 1次
retrieval : 1次
absolute, : 1次
fixed : 1次
“true” : 1次
clocked : 1次
accuracy, : 1次
timeless : 1次
_______this : 1次
doesn’t, : 1次
pointless. : 1次
periods, : 1次
readings : 1次
page-including : 1次
concerns-debates : 1次
values. : 1次
(45)_______such : 1次
suggest-as : 1次
do-that : 1次
(often : 1次
unacknowledged) : 1次
reading. : 1次
fuller, : 1次
worthwhile : 1次
ideally, : 1次
counterbalances : 1次
literacy : 1次
surrounding : 1次
fulfils : 1次
course? : 1次
pleasure? : 1次
skimming : 1次
information? : 1次
bed : 1次
considerably : 1次
seminar : 1次
room. : 1次
reading, : 1次
idioms, : 1次
note : 1次
discourse : 1次
entities : 1次
reconstruct : 1次
had: : 1次
intended. : 1次
[e]you : 1次
validity—inferences : 1次
responsible. : 1次
[f]in : 1次
plays，novels : 1次
narrative : 1次
poems, : 1次
constructs : 1次
mouthpieces : 1次
thoughts. : 1次
[g]rather, : 1次
material: : 1次
patterning : 1次
text’s : 1次
(so : 1次
structures) : 1次
background, : 1次
seventeenth : 1次
eighteenth : 1次
centuries, : 1次
tide : 1次
emigration- : 1次
wanderings : 1次
history- : 1次
swept : 1次
movement, : 1次
motivations, : 1次
wilderness : 1次
shaped : 1次
destiny : 1次
uncharted : 1次
continent. : 1次
forces- : 1次
ideas, : 1次
customs, : 1次
traits. : 1次
necessity, : 1次
projection : 1次
successive : 1次
englishmen, : 1次
frenchmen, : 1次
germans, : 1次
scots, : 1次
irishmen, : 1次
dutchmen, : 1次
swedes, : 1次
interplay : 1次
sheer : 1次
maintaining : 1次
old-world : 1次
raw, : 1次
scarcely : 1次
visible. : 1次
resembled : 1次
american. : 1次
shiploads : 1次
territory : 1次
crossed : 1次
15th-and- : 1次
16th : 1次
explorations : 1次
meantime, : 1次
thriving : 1次
mexico, : 1次
indies, : 1次
unmercifully : 1次
overcrowded : 1次
six-to : 1次
twelve-week : 1次
voyage, : 1次
allotted : 1次
storms, : 1次
disease, : 1次
infants : 1次
journey. : 1次
storms : 1次
blew : 1次
calm : 1次
unbearably : 1次
delay. : 1次
shore : 1次
inexpressible : 1次
relief. : 1次
recorder : 1次
events, : 1次
twelve : 1次
leagues
